Time,Abs
41.05833435,0.16800
41.07500076,0.17100
41.09166718,0.17000
41.10833359,0.16800
41.125,0.16200
41.14167023,0.15700
41.15833664,0.16400
41.17500305,0.16700
41.19166946,0.16500
41.20833588,0.16200
41.22500229,0.15700
41.2416687,0.15700
41.25833511,0.15800
41.27500153,0.16600
41.29166794,0.17100
41.30833435,0.16600
41.32500076,0.16200
41.34166718,0.16500
41.35833359,0.16500
41.375,0.17000
41.39167023,0.16400
41.40833664,0.16800
41.42500305,0.16600
41.44166946,0.16400
41.45833588,0.16400
41.47500229,0.16400
41.4916687,0.16000
41.50833511,0.17000
41.52500153,0.16100
41.54166794,0.16800
41.55833435,0.16300
41.57500076,0.16700
41.59166718,0.16500
41.60833359,0.15900
41.625,0.16600
41.64167023,0.16500
41.65833664,0.15800
41.67500305,0.16500
41.69166946,0.16000
41.70833588,0.16000
41.72500229,0.16400
41.7416687,0.16100
41.75833511,0.16100
41.77500153,0.16600
41.79166794,0.16300
41.80833435,0.16000
41.82500076,0.16600
41.84166718,0.16300
41.85833359,0.16300
41.875,0.16500
41.89167023,0.16300
41.90833664,0.16100
41.92500305,0.16500
41.94166946,0.16200
41.95833588,0.16500
41.97500229,0.16400
41.9916687,0.16600
42.00833511,0.16300
42.02500153,0.16100
42.04166794,0.16000
42.05833435,0.16300
42.07500076,0.16500
42.09166718,0.16600
42.10833359,0.16700
42.125,0.16000
42.14167023,0.16200
42.15833664,0.16000
42.17500305,0.16000
42.19166946,0.15800
42.20833588,0.16500
42.22500229,0.16000
42.2416687,0.16200
42.25833511,0.16000
42.27500153,0.16000
42.29166794,0.16500
42.30833435,0.16600
42.32500076,0.16100
42.34166718,0.16000
42.35833359,0.16300
42.375,0.16500
42.39167023,0.16600
42.40833664,0.16400
42.42500305,0.16300
42.44166946,0.16200
42.45833588,0.16100
42.47500229,0.15900
42.4916687,0.16300
42.50833511,0.16200
42.52500153,0.16400
42.54166794,0.16000
42.55833435,0.16400
42.57500076,0.15900
42.59166718,0.16400
42.60833359,0.16000
42.625,0.16100
42.64167023,0.16300
42.65833664,0.16000
42.67500305,0.16000
42.69166946,0.16200
42.70833588,0.16100
42.72500229,0.16200
42.7416687,0.16100
42.75833511,0.15700
42.77500153,0.16100
42.79166794,0.16200
42.80833435,0.16100
42.82500076,0.16100
42.84166718,0.16400
42.85833359,0.16100
42.875,0.16100
42.89167023,0.16100
42.90833664,0.15900
42.92500305,0.16200
42.94166946,0.16200
42.95833588,0.16200
42.97500229,0.16400
42.9916687,0.16100
43.00833511,0.16300
43.02500153,0.16000
43.04166794,0.16300
43.05833435,0.16200
43.07500076,0.16300
43.09166718,0.16200
43.10833359,0.16400
43.125,0.16200
43.14167023,0.16200
43.15833664,0.16200
43.17500305,0.16100
43.19166946,0.16100
43.20833588,0.16000
43.22500229,0.16300
43.2416687,0.15900
43.25833511,0.16300
43.27500153,0.15900
43.29166794,0.15800
43.30833435,0.16200
43.32500076,0.16100
43.34166718,0.16100
43.35833359,0.16100
43.375,0.16100
43.39167023,0.16100
43.40833664,0.16000
43.42500305,0.16200
43.44166946,0.16000
43.45833588,0.16200
43.47500229,0.16000
43.4916687,0.16100
43.50833511,0.16000
43.52500153,0.16200
43.54166794,0.15800
43.55833435,0.16200
43.57500076,0.16000
43.59166718,0.16200
43.60833359,0.16000
43.625,0.16200
43.64167023,0.16000
43.65833664,0.15900
43.67500305,0.16000
43.69166946,0.15900
43.70833588,0.16100
43.72500229,0.15900
43.7416687,0.16100
43.75833511,0.16000
43.77500153,0.16000
43.79166794,0.16000
43.80833435,0.16100
43.82500076,0.16000
43.84166718,0.15900
43.85833359,0.15900
43.875,0.16100
43.89167023,0.16100
43.90833664,0.15900
43.92500305,0.16100
43.94166946,0.15900
43.95833588,0.16000
43.97500229,0.16100
43.9916687,0.16100
44.00833511,0.15800
44.02500153,0.16000
44.04166794,0.16000
44.05833435,0.15800
44.07500076,0.15800
44.09166718,0.16000
44.10833359,0.15900
44.125,0.15800
44.14167023,0.15800
44.15833664,0.16000
44.17500305,0.16100
44.19166946,0.16000
44.20833588,0.15900
44.22500229,0.15900
44.2416687,0.15900
44.25833511,0.16200
44.27500153,0.15900
44.29166794,0.16000
44.30833435,0.15800
44.32500076,0.15900
44.34166718,0.16100
44.35833359,0.15900
44.375,0.15800
44.39167023,0.16000
44.40833664,0.15800
44.42500305,0.16100
44.44166946,0.15900
44.45833588,0.16000
44.47500229,0.15800
44.4916687,0.15900
44.50833511,0.15600
44.52500153,0.15800
44.54166794,0.15900
44.55833435,0.16100
44.57500076,0.15800
44.59166718,0.16000
44.60833359,0.15800
44.625,0.16100
44.64167023,0.15900
44.65833664,0.16200
44.67500305,0.15800
44.69166946,0.16100
44.70833588,0.16000
44.72500229,0.15900
44.7416687,0.15700
44.75833511,0.15900
44.77500153,0.15900
44.79166794,0.16000
44.80833435,0.16000
44.82500076,0.16000
44.84166718,0.15900
44.85833359,0.16000
44.875,0.15800
44.89167023,0.16000
44.90833664,0.15700
44.92500305,0.16000
44.94166946,0.15900
44.95833588,0.16000
44.97500229,0.16100
44.9916687,0.16100
45.00833511,0.16200
45.02500153,0.15900
45.04166794,0.15900
45.05833435,0.16200
45.07500076,0.15900
45.09166718,0.16100
45.10833359,0.16200
45.125,0.16000
45.14167023,0.16100
45.15833664,0.16000
45.17500305,0.16000
45.19166946,0.16000
45.20833588,0.15800
45.22500229,0.15900
45.2416687,0.16300
45.25833511,0.16000
45.27500153,0.16000
45.29166794,0.16100
45.30833435,0.16000
45.32500076,0.16000
45.34166718,0.16000
45.35833359,0.16100
45.375,0.16200
45.39167023,0.16000
45.40833664,0.15900
45.42500305,0.16000
45.44166946,0.16100
45.45833588,0.16200
45.47500229,0.15900
45.4916687,0.15800
45.50833511,0.16000
45.52500153,0.16100
45.54166794,0.16000
45.55833435,0.15900
45.57500076,0.16100
45.59166718,0.16000
45.60833359,0.16000
45.625,0.16200
45.64167023,0.16200
45.65833664,0.16000
45.67500305,0.16100
45.69166946,0.16000
45.70833588,0.16000
45.72500229,0.16100
45.7416687,0.16100
45.75833511,0.16100
45.77500153,0.16000
45.79166794,0.16000
45.80833435,0.16200
45.82500076,0.16000
45.84166718,0.16000
45.85833359,0.16000
45.875,0.16000
45.89167023,0.16000
45.90833664,0.16000
45.92500305,0.16100
45.94166946,0.15900
45.95833588,0.15800
45.97500229,0.16000
45.9916687,0.16000
46.00833511,0.16100
46.02500153,0.16000
46.04166794,0.16000
46.05833435,0.16100
46.07500076,0.16000
46.09166718,0.15900
46.10833359,0.16400
46.125,0.16100
46.14167023,0.16000
46.15833664,0.15800
46.17500305,0.16000
46.19166946,0.15900
46.20833588,0.15900
46.22500229,0.16100
46.2416687,0.16100
46.25833511,0.15900
46.27500153,0.15900
46.29166794,0.16000
46.30833435,0.15800
46.32500076,0.16000
46.34166718,0.16000
46.35833359,0.15900
46.375,0.15900
46.39167023,0.16100
46.40833664,0.16000
46.42500305,0.15900
46.44166946,0.16100
46.45833588,0.16100
46.47500229,0.16000
46.4916687,0.16100
46.50833511,0.15900
46.52500153,0.16100
46.54166794,0.16000
46.55833435,0.16100
46.57500076,0.15900
46.59166718,0.16100
46.60833359,0.16000
46.625,0.16100
46.64167023,0.16200
46.65833664,0.16000
46.67500305,0.16200
46.69166946,0.15900
46.70833588,0.15900
46.72500229,0.16100
46.7416687,0.16200
46.75833511,0.15900
46.77500153,0.16000
46.79166794,0.16000
46.80833435,0.15900
46.82500076,0.15900
46.84166718,0.16000
46.85833359,0.15800
46.875,0.16000
46.89167023,0.16000
46.90833664,0.15900
46.92500305,0.16000
46.94166946,0.15800
46.95833588,0.16100
46.97500229,0.16000
46.9916687,0.15900
47.00833511,0.16000
47.02500153,0.16000
47.04166794,0.16000
47.05833435,0.16000
47.07500076,0.15800
47.09166718,0.16200
47.10833359,0.15900
47.125,0.16000
47.14167023,0.16000
47.15833664,0.15900
47.17500305,0.16000
47.19166946,0.15800
47.20833588,0.16200
47.22500229,0.16000
47.2416687,0.16100
47.25833511,0.15900
47.27500153,0.16200
47.29166794,0.15900
47.30833435,0.15900
47.32500076,0.15800
47.34166718,0.15800
47.35833359,0.15900
47.375,0.15800
47.39167023,0.15900
47.40833664,0.15900
47.42500305,0.16000
47.44166946,0.15800
47.45833588,0.15900
47.47500229,0.15900
47.4916687,0.16000
47.50833511,0.15700
47.52500153,0.15900
47.54166794,0.15800
47.55833435,0.16100
47.57500076,0.15600
47.59166718,0.15700
47.60833359,0.15900
47.625,0.15700
47.64167023,0.15700
47.65833664,0.16100
47.67500305,0.15900
47.69166946,0.15900
47.70833588,0.16200
47.72500229,0.16100
47.7416687,0.16000
47.75833511,0.16000
47.77500153,0.15900
47.79166794,0.15900
47.80833435,0.15900
47.82500076,0.15900
47.84166718,0.15700
47.85833359,0.15900
47.875,0.15900
47.89167023,0.15900
47.90833664,0.16200
47.92500305,0.15800
47.94166946,0.15800
47.95833588,0.15800
47.97500229,0.15700
47.9916687,0.15600
48.00833511,0.16000
48.02500153,0.15900
48.04166794,0.15800
48.05833435,0.15900
48.07500076,0.15900
48.09166718,0.15900
48.10833359,0.16000
48.125,0.15700
48.14167023,0.15900
48.15833664,0.16000
48.17500305,0.15800
48.19166946,0.15800
48.20833588,0.15900
48.22500229,0.15900
48.2416687,0.16000
48.25833511,0.16000
48.27500153,0.15900
48.29166794,0.15900
48.30833435,0.16000
48.32500076,0.15800
48.34166718,0.15900
48.35833359,0.15900
48.375,0.15900
48.39167023,0.16000
48.40833664,0.16100
48.42500305,0.15900
48.44166946,0.15700
48.45833588,0.15800
48.47500229,0.15800
48.4916687,0.15800
48.50833511,0.16100
48.52500153,0.15800
48.54166794,0.16100
48.55833435,0.15900
48.57500076,0.15900
48.59166718,0.15800
48.60833359,0.15800
48.625,0.15800
48.64167023,0.15800
48.65833664,0.15900
48.67500305,0.15900
48.69166946,0.15700
48.70833588,0.15700
48.72500229,0.15800
48.7416687,0.15800
48.75833511,0.15800
48.77500153,0.15800
48.79166794,0.15900
48.80833435,0.15900
48.82500076,0.15800
48.84166718,0.16000
48.85833359,0.15900
48.875,0.16000
48.89167023,0.15900
48.90833664,0.16000
48.92500305,0.15800
48.94166946,0.15900
48.95833588,0.16100
48.97500229,0.16000
48.9916687,0.15900
49.00833511,0.15900
49.02500153,0.16000
49.04166794,0.16100
49.05833435,0.16000
49.07500076,0.16100
49.09166718,0.16100
49.10833359,0.16000
49.125,0.15900
49.14167023,0.16100
