Time,Temp,Abs
1354,301.902382,0.189572677
1355,301.883823,0.189731047
1357,301.904885,0.18646051
1359,301.915012,0.188083336
1361,301.985769,0.186459482
1362,301.968806,0.184432596
1364,301.981843,0.186084986
1366,302.008028,0.185158655
1367,302.031009,0.186498687
1368,302.045847,0.185134709
1370,302.025981,0.184114039
1372,302.062969,0.186684266
1373,302.062486,0.187684238
1374,302.076178,0.183214545
1375,302.095094,0.183963686
1377,302.089769,0.183609039
1378,302.121595,0.182889432
1379,302.123799,0.184695065
1380,302.123799,0.182706773
1382,302.151177,0.183896869
1383,302.166184,0.182716355
1384,302.185295,0.182627291
1385,302.185295,0.185100809
1387,302.195789,0.181369409
1389,302.234082,0.186330929
1391,302.24073,0.182380214
1394,302.265781,0.182049349
1395,302.267025,0.18635872
1397,302.305195,0.188983575
1400,302.318762,0.17745842
1401,302.308457,0.177198812
1404,302.349508,0.190760031
1405,302.362009,0.191374928
1406,302.353735,0.190291509
1407,302.35975,0.185993463
1410,302.452543,0.187389866
1411,302.402474,0.186376214
1413,302.432422,0.188712791
1416,302.434143,0.185983092
1418,302.480448,0.191587493
1420,302.502312,0.176262096
1422,302.538675,0.174889907
1423,302.516801,0.187739521
1424,302.517977,0.18711561
1427,302.547121,0.175378159
1430,302.558107,0.185239792
1431,302.556035,0.184427291
1433,302.589692,0.184992597
1434,302.593675,0.179170445
1435,302.628832,0.184158176
1437,302.627688,0.175074652
1439,302.657282,0.173394427
1440,302.699299,0.180051863
1442,302.677382,0.183070421
1443,302.681823,0.173606589
1444,302.680604,0.179927439
1446,302.735976,0.177412659
1448,302.726534,0.173091725
1449,302.751089,0.179656982
1450,302.744911,0.176547527
1451,302.745548,0.178807974
1453,302.772495,0.17532374
1455,302.829581,0.175582111
1456,302.830954,0.177193955
1458,302.833229,0.173307374
1460,302.843214,0.173323423
1461,302.905366,0.172978669
1464,302.8837,0.171695724
1466,302.905985,0.172358975
1467,302.922433,0.170876846
1469,302.942151,0.170649126
1472,302.953135,0.171410531
1473,302.991708,0.171071097
1475,303.024815,0.171069861
1477,303.030111,0.170309901
1479,302.99504,0.172261357
1480,303.061906,0.169202119
1483,303.089058,0.17065081
1485,303.096727,0.166566685
1486,303.05472,0.170496583
1488,303.102312,0.167297632
1490,303.133349,0.166758329
1493,303.179296,0.165004447
1494,303.186444,0.165292889
1496,303.180619,0.165118158
1497,303.211569,0.166655123
1498,303.239077,0.165154547
1501,303.222189,0.167053491
1502,303.240474,0.167476699
1504,303.264132,0.167829871
1506,303.313433,0.164749906
1507,303.299561,0.164131969
1509,303.335334,0.165293068
1511,303.362156,0.162702933
1512,303.340602,0.162123278
1513,303.333049,0.164216965
1515,303.395577,0.164138988
1516,303.403185,0.1637602
1519,303.393126,0.163132697
1520,303.452114,0.163458332
1522,303.460555,0.163679808
1524,303.484486,0.163319066
1527,303.509108,0.162604794
1528,303.498681,0.161965013
1530,303.548859,0.163859353
1531,303.548859,0.161312595
1532,303.549767,0.161374569
1534,303.572626,0.161134973
1536,303.611298,0.161052555
1537,303.635642,0.159637615
1538,303.631111,0.160183817
1539,303.637129,0.162820116
1542,303.647881,0.16240944
1543,303.676821,0.162281156
1545,303.651319,0.160865173
1547,303.729863,0.157836944
1549,303.72592,0.160454094
1551,303.732918,0.15815717
1553,303.767875,0.160174489
1554,303.778402,0.159700349
1556,303.805433,0.160435766
1557,303.82899,0.15914698
1559,303.814214,0.154966831
1561,303.889443,0.157389134
1563,303.925776,0.157092735
1564,303.891177,0.155252859
1565,303.929293,0.15758653
1566,303.922792,0.156514987
1568,303.951912,0.157567367
1569,303.95111,0.157593116
1571,303.996955,0.154916316
1572,303.953264,0.155798256
1573,304.007163,0.154601947
1575,304.022797,0.156513467
1576,304.032955,0.155556232
1578,304.075986,0.153862745
1580,304.058764,0.154323399
1583,304.099197,0.153778195
1585,304.151064,0.152052194
1587,304.217802,0.155216709
