Time (min),Abs
1.766666666,0.396682739
1.783333317,0.394580305
1.799999968,0.399110526
1.816666618,0.396881551
1.833333269,0.396757633
1.850000039,0.394690365
1.86666669,0.398546726
1.883333341,0.394407362
1.900000111,0.393564671
1.916666761,0.395619273
1.933333412,0.392096281
1.950000063,0.393610567
1.966666714,0.396012485
1.983333364,0.394914806
2.000000015,0.390416712
2.016666666,0.38776505
2.033333555,0.394022435
2.050000206,0.391139627
2.066666857,0.391426504
2.083333508,0.392398775
2.100000158,0.388695359
2.116666809,0.391598642
2.13333346,0.391500652
2.150000111,0.396149039
2.166666761,0.390779436
2.183333412,0.392612815
2.200000063,0.390620023
2.216666714,0.388892382
2.233333364,0.391768456
2.250000015,0.390445083
2.266666666,0.390031427
2.283333555,0.387739152
2.300000206,0.385010392
2.316666857,0.385023803
2.333333508,0.386292726
2.350000158,0.387027025
2.366666809,0.385823041
2.38333346,0.387859285
2.400000111,0.384163976
2.416666761,0.387869537
2.433333412,0.386224508
2.450000063,0.38615039
2.466666714,0.388732076
2.483333364,0.384489417
2.500000015,0.381196231
2.516666666,0.385781229
2.533333555,0.384105146
2.550000206,0.383283436
2.566666857,0.384505004
2.583333508,0.385688812
2.600000158,0.385359108
2.616666809,0.384598494
2.63333346,0.383279175
2.650000111,0.382104605
2.666666761,0.381375581
2.683333412,0.380953133
2.700000063,0.38193503
2.716666714,0.381576121
2.733333364,0.381218016
2.750000015,0.378474444
2.766666666,0.382546663
2.783333555,0.379872263
2.800000206,0.380356073
2.816666857,0.380092084
2.833333508,0.383212239
2.850000158,0.379964501
2.866666809,0.379212111
2.88333346,0.380453199
2.900000111,0.378978849
2.916666761,0.37761572
2.933333412,0.376884401
2.950000063,0.377608001
2.966666714,0.377812803
2.983333364,0.375938356
3.000000015,0.379267037
3.016666666,0.377821714
3.033333555,0.376872689
3.050000206,0.383556277
3.066666857,0.37882179
3.083333508,0.376835913
3.100000158,0.379688829
3.116666809,0.381582677
3.13333346,0.385028184
3.150000111,0.372046918
3.166666761,0.372594386
3.183333412,0.377220899
3.200000063,0.368429631
3.216666714,0.368864864
3.233333364,0.384471536
3.250000015,0.388472319
3.266666666,0.390682042
3.283333555,0.388801605
3.300000206,0.389585525
3.316666857,0.387129754
3.333333508,0.389513522
3.350000158,0.385357857
3.366666809,0.386423886
3.38333346,0.381183475
3.400000111,0.370100975
3.416666761,0.379884988
3.433333412,0.3775087
3.450000063,0.375367403
3.466666714,0.377212971
3.483333364,0.371246308
3.500000015,0.386101544
3.516666666,0.381833315
3.533333555,0.377596319
3.550000206,0.373149663
3.566666857,0.376296967
3.583333508,0.376453191
3.600000158,0.371100217
3.616666809,0.370924294
3.63333346,0.371416867
3.650000111,0.372865588
3.666666761,0.370437592
3.683333412,0.370945752
3.700000063,0.368114114
3.716666714,0.370459378
3.733333364,0.371879309
3.750000015,0.374324113
3.766666666,0.372365475
3.783333555,0.369626939
3.800000206,0.372133583
3.816666857,0.367146283
3.833333508,0.369524986
3.850000158,0.370161653
3.866666809,0.368057936
3.88333346,0.367086351
3.899999872,0.36513266
3.916666761,0.364550769
3.933333174,0.366273969
3.950000063,0.365220279
3.966666475,0.363156945
3.983333364,0.366746664
3.999999777,0.365655661
4.016666666,0.364253372
4.033333078,0.363331229
4.049999968,0.36389786
4.06666638,0.36401096
4.083333269,0.364874363
4.099999681,0.363500655
4.116666571,0.365531772
4.133332983,0.363196552
4.149999872,0.36369139
4.166666761,0.363666683
4.183333174,0.364134252
4.200000063,0.361605823
4.216666475,0.362666369
4.233333364,0.364384621
4.249999777,0.362508863
4.266666666,0.359943599
4.283333078,0.364806414
4.299999968,0.361251265
4.31666638,0.361866474
4.333333269,0.363802195
4.349999681,0.358278155
4.366666571,0.360707343
4.383332983,0.359227687
4.399999872,0.362990528
4.416666761,0.363105446
4.433333174,0.356910348
4.450000063,0.357660741
4.466666475,0.355084717
4.483333364,0.359816372
4.499999777,0.358666152
4.516666666,0.358137876
4.533333078,0.35798806
4.549999968,0.355839998
4.56666638,0.354973942
4.583333269,0.355296105
4.599999681,0.35595721
4.616666571,0.354623765
4.633332983,0.355299264
4.649999872,0.360995829
4.666666761,0.35412851
4.683333174,0.357019842
4.700000063,0.359814376
4.716666475,0.355413556
4.733333364,0.354746848
4.749999777,0.35347873
4.766666666,0.354311824
4.783333078,0.35649398
4.799999968,0.356069267
4.81666638,0.356052101
4.833333269,0.353438407
4.849999681,0.353438169
4.866666571,0.350920796
4.883332983,0.350244671
4.899999872,0.352142632
4.916666761,0.3521626
4.933333174,0.353047699
4.950000063,0.35434702
4.966666475,0.348980486
4.983333364,0.352193207
4.999999777,0.353177041
5.016666666,0.351770014
5.033333078,0.351944566
5.049999968,0.351964325
5.06666638,0.351234704
5.083333269,0.350475341
5.099999681,0.356986553
5.116666571,0.355003536
5.133332983,0.352553725
5.149999872,0.349172324
5.166666761,0.350989282
5.183333174,0.348831415
5.200000063,0.349440783
5.216666475,0.349006653
5.233333364,0.350647837
5.249999777,0.347786963
5.266666666,0.348517537
5.283333078,0.351825744
5.299999968,0.348159313
5.31666638,0.346555501
5.333333269,0.348571092
5.349999681,0.346252233
5.366666571,0.349856228
5.383332983,0.348860681
5.399999872,0.34513545
5.416666761,0.343184769
5.433333174,0.346479714
5.450000063,0.347781926
5.466666475,0.344302148
5.483333364,0.34339419
5.499999777,0.345776379
5.516666666,0.345275402
5.533333078,0.340622485
5.549999968,0.344032764
5.56666638,0.343601674
5.583333269,0.341655612
5.599999681,0.344472766
5.616666571,0.344458222
5.633332983,0.342466235
5.649999872,0.345645875
5.666666761,0.3400051
5.683333174,0.339265496
5.700000063,0.344154328
5.716666475,0.344537258
5.733333364,0.343063742
5.749999777,0.344860911
5.766666666,0.340069324
5.783333078,0.341331333
5.799999968,0.337854922
5.81666638,0.3396945
5.833333269,0.340576589
5.849999681,0.340343237
5.866666571,0.33975172
5.883332983,0.339225471
5.899999872,0.339592129
5.916666761,0.342026711
5.933333174,0.33858636
5.950000063,0.337656409
5.966666475,0.337845027
5.983333364,0.340625882
5.999999777,0.341033638
6.016666666,0.337502688
6.033333078,0.336816251
6.049999968,0.337053418
6.06666638,0.340846777
6.083333269,0.340427458
6.099999681,0.33586666
6.116666571,0.336409748
6.133332983,0.337958574
6.149999872,0.338567257
6.166666761,0.336708546
6.183333174,0.334466159
6.200000063,0.340139151
6.216666475,0.336075455
6.233333364,0.338586688
6.249999777,0.336517394
6.266666666,0.336382508
6.283333078,0.334637463
6.299999968,0.334407032
6.31666638,0.335277438
6.333333269,0.333003581
6.349999681,0.332658261
6.366666571,0.333907545
6.383332983,0.335442692
6.399999872,0.336878091
6.416666761,0.332306325
6.433333174,0.334935874
6.450000063,0.333157301
6.466666475,0.334270954
6.483333364,0.333513796
6.499999777,0.331157953
6.516666666,0.333880186
6.533333078,0.330753028
6.549999968,0.330330819
6.56666638,0.325915605
6.583333269,0.330444396
6.599999681,0.333430827
6.616666571,0.328287542
6.633332983,0.332279533
6.649999872,0.331332028
6.666666761,0.33107245
6.683333174,0.330763012
6.700000063,0.332915187
6.716666475,0.329844207
6.733333364,0.328803361
6.749999777,0.330664724
6.766666666,0.327742219
6.783333078,0.331014305
6.799999968,0.33008197
6.81666638,0.330190659
6.833333269,0.327728599
6.849999681,0.329929799
6.866666571,0.329268247
6.883332983,0.329722136
6.899999872,0.333436906
6.916666761,0.334512889
6.933333174,0.324322671
6.950000063,0.326826662
6.966666475,0.332016826
6.983333364,0.339483142
6.999999777,0.339802951
7.016666666,0.331845194
7.033333078,0.335559011
7.049999968,0.339376181
7.06666638,0.336939246
7.083333269,0.328716844
7.099999681,0.328357279
7.116666571,0.324413896
7.133332983,0.334372938
7.149999872,0.329883218
7.166666761,0.325263947
7.183333174,0.333109111
7.200000063,0.32404834
7.216666475,0.324235231
7.233333364,0.323865116
7.249999777,0.329028666
7.266666666,0.321980238
7.283333078,0.323725402
7.299999968,0.327137262
7.31666638,0.322536349
7.333333269,0.322462529
7.349999681,0.320672125
7.366666571,0.325469375
7.383332983,0.323358387
7.399999872,0.327934742
7.416666761,0.324449539
7.433333174,0.328898132
7.450000063,0.324690491
7.466666475,0.321650893
7.483333364,0.326366276
7.499999777,0.322248995
7.516666666,0.321182311
7.533333078,0.322496235
7.549999968,0.320658237
7.56666638,0.321960539
7.583333269,0.320462912
7.599999681,0.321845114
7.616666571,0.323318452
7.633332983,0.322000146
7.649999872,0.32318452
7.666666761,0.318413138
7.683333174,0.319651514
7.700000063,0.3207573
7.716666475,0.317766368
7.733333364,0.318739682
7.749999777,0.321181506
7.766666666,0.317341238
7.783333078,0.317287564
7.799999968,0.318046838
7.81666638,0.317742795
7.833333269,0.316454321
7.849999681,0.318298787
7.866666571,0.317040056
7.883332983,0.315359116
7.899999872,0.316956461
7.916666285,0.315455824
7.933333651,0.314863384
7.950000063,0.311339557
7.966666475,0.314019024
7.983332888,0.316795737
8.000000254,0.313514531
8.016666666,0.312509775
8.033333078,0.311816394
8.049999491,0.312254995
8.066666857,0.313091219
8.083333269,0.31346494
8.099999681,0.310211957
8.116666094,0.312038928
8.13333346,0.314717621
8.149999872,0.312065452
8.166666285,0.312271088
8.183333651,0.312795043
8.200000063,0.314740181
8.216666475,0.315105736
8.233332888,0.310740739
8.250000254,0.311089695
8.266666666,0.31366545
8.283333078,0.314102382
8.299999491,0.311721414
8.316666857,0.311859936
8.333333269,0.311298788
8.349999681,0.311598778
8.366666094,0.314517081
8.38333346,0.312118113
8.399999872,0.313372701
8.416666285,0.309954077
8.433333651,0.313481093
8.450000063,0.311399788
8.466666475,0.307863712
8.483332888,0.309043288
8.500000254,0.309424758
8.516666666,0.308695257
8.533333078,0.309194803
8.549999491,0.309228271
8.566666857,0.309619635
8.583333269,0.30746454
8.599999681,0.307909638
8.616666094,0.30832544
8.63333346,0.310416609
8.649999872,0.306753367
8.666666285,0.304203272
8.683333651,0.31050849
8.700000063,0.307333231
8.716666475,0.306510508
8.733332888,0.307520062
8.750000254,0.307496995
8.766666666,0.305655718
8.783333078,0.306613088
8.799999491,0.308713675
8.816666857,0.304323524
8.833333269,0.303385466
8.849999681,0.303402364
8.866666094,0.306765318
8.88333346,0.305390179
8.899999872,0.304383904
8.916666285,0.303925276
8.933333651,0.301744014
8.950000063,0.301254571
8.966666475,0.304908186
8.983332888,0.304534465
9.000000254,0.303748369
9.016666666,0.30439955
9.033333078,0.303220302
9.049999491,0.301960766
9.066666857,0.302845061
9.083333269,0.302046657
9.099999681,0.303590328
9.116666094,0.302507371
9.13333346,0.304459453
9.149999872,0.303467065
9.166666285,0.30281952
9.183333651,0.303454518
9.200000063,0.30331263
9.216666475,0.303080946
9.233332888,0.301450521
9.250000254,0.305728138
9.266666666,0.303653538
9.283333078,0.301516295
9.299999491,0.30513373
9.316666857,0.302909851
9.333333269,0.30277276
9.349999681,0.302974105
9.366666094,0.302075297
9.38333346,0.304280967
9.399999872,0.304528058
9.416666285,0.302775532
9.433333651,0.298659563
9.450000063,0.303038985
9.466666475,0.302270651
9.483332888,0.302227199
9.500000254,0.302557677
9.516666666,0.302099884
9.533333078,0.300188571
9.549999491,0.30060786
9.566666857,0.300356031
9.583333269,0.300991952
9.599999681,0.299439073
9.616666094,0.299884141
9.63333346,0.297936887
9.649999872,0.296618253
9.666666285,0.298928946
9.683333651,0.298351258
9.700000063,0.298889846
9.716666475,0.295266599
9.733332888,0.298196048
9.750000254,0.298699677
9.766666666,0.296908677
9.783333078,0.297541559
9.799999491,0.296490163
9.816666857,0.299510151
9.833333269,0.29907462
9.849999681,0.294017345
9.866666094,0.299002796
9.88333346,0.293428302
9.899999876,0.29557687
9.916666286,0.297343433
9.933333646,0.295463949
9.950000066,0.296424627
9.966666476,0.294402182
9.983332886,0.295646131
10.00000026,0.294317514
10.01666667,0.294110179
10.03333308,0.292006224
10.04999949,0.291901738
10.06666686,0.290165186
10.08333327,0.291898638
10.09999969,0.291881084
10.1166661,0.289980024
10.13333346,0.292830169
10.14999988,0.291464746
10.16666629,0.293420255
10.18333365,0.293087542
10.20000007,0.291640163
10.21666648,0.291915476
10.23333289,0.293838441
10.25000026,0.29185614
10.26666667,0.288182229
10.28333308,0.291419923
10.29999949,0.291275799
10.31666686,0.289969981
10.33333327,0.291793972
10.34999969,0.290246248
10.3666661,0.287944764
10.38333346,0.287602425
10.39999988,0.290013135
10.41666629,0.288281649
10.43333365,0.288787007
10.45000007,0.287885934
10.46666648,0.285897166
10.48333289,0.288723499
10.50000026,0.286055386
10.51666667,0.287023097
10.53333308,0.290728152
10.54999949,0.286819994
10.56666686,0.286625862
10.58333327,0.286488265
10.59999969,0.285920769
10.6166661,0.287247628
10.63333346,0.289505601
10.64999988,0.285657138
10.66666629,0.285594881
10.68333365,0.285771787
10.70000007,0.284131795
10.71666648,0.286687672
10.73333289,0.28566879
10.75000026,0.285565108
10.76666667,0.283263624
10.78333308,0.286713779
10.79999949,0.283426017
10.81666686,0.283669651
10.83333327,0.284928232
10.84999969,0.283699989
10.8666661,0.285574347
10.88333346,0.284945369
10.89999988,0.284619719
10.91666629,0.284596443
10.93333365,0.281230778
10.95000007,0.282016546
10.96666648,0.284086376
10.98333289,0.283666909
11.00000026,0.280929774
11.01666667,0.28164354
11.03333308,0.281984568
11.04999949,0.282280892
11.06666686,0.282573581
11.08333327,0.280926377
11.09999969,0.282449603
11.1166661,0.283107042
11.13333346,0.278478921
11.14999988,0.283518791
11.16666629,0.281087905
11.18333365,0.284014553
11.20000007,0.279166579
11.21666648,0.282108754
11.23333289,0.281639189
11.25000026,0.279204279
11.26666667,0.279682517
11.28333308,0.279872626
11.29999949,0.280098617
11.31666686,0.277914196
11.33333327,0.27941215
11.34999969,0.280190826
11.3666661,0.280688524
11.38333346,0.278461397
11.39999988,0.279001355
11.41666629,0.27862975
11.43333365,0.278681189
11.45000007,0.277792096
11.46666648,0.275216192
11.48333289,0.275457859
11.50000026,0.278449982
11.51666667,0.274463236
11.53333308,0.276278019
11.54999949,0.278310031
11.56666686,0.2763668
11.58333327,0.275872707
11.59999969,0.276064575
11.6166661,0.278357834
11.63333346,0.276893169
11.64999988,0.275529563
11.66666629,0.277062655
11.68333365,0.275107771
11.70000007,0.277023315
11.71666648,0.27613157
11.73333289,0.275561333
11.75000026,0.276088774
11.76666667,0.276950717
11.78333308,0.275001377
11.79999949,0.278431296
11.81666686,0.272114575
11.83333327,0.278770596
11.84999969,0.277828097
11.8666661,0.282270193
11.88333346,0.273782402
11.89999988,0.276478529
11.91666629,0.269780517
11.93333365,0.268441647
11.95000007,0.27711308
11.96666648,0.281949133
11.98333289,0.283778846
12.00000026,0.280601949
12.01666667,0.285109997
12.03333308,0.28394863
12.04999949,0.284090161
12.06666686,0.28184849
12.08333327,0.282417923
12.09999969,0.28517592
12.1166661,0.28333354
12.13333346,0.282713026
12.14999988,0.274564356
12.16666629,0.283708423
12.18333365,0.281487286
12.20000007,0.273400992
12.21666648,0.283009708
12.23333289,0.275593758
12.25000026,0.284605682
12.26666667,0.282155454
12.28333308,0.269933403
12.29999949,0.282123774
12.31666686,0.271567732
12.33333327,0.279574782
12.34999969,0.281782121
12.3666661,0.279718489
12.38333346,0.271309525
12.39999988,0.277378738
12.41666629,0.277030975
12.43333365,0.270024121
12.45000007,0.272954017
12.46666648,0.271052063
12.48333289,0.274420291
12.50000026,0.273523808
12.51666667,0.272978723
12.53333308,0.271771669
12.54999949,0.276620835
12.56666686,0.270433188
12.58333327,0.270990342
12.59999969,0.274101704
12.6166661,0.271562636
12.63333346,0.271428376
12.64999988,0.269332469
12.66666629,0.271913171
12.68333365,0.268829227
12.70000007,0.267339826
12.71666648,0.273108095
12.73333289,0.270405382
12.75000026,0.268612683
12.76666667,0.268185884
12.78333308,0.270146817
12.79999949,0.266932845
12.81666686,0.26673612
12.83333327,0.269485444
12.84999969,0.268440396
12.8666661,0.268097192
12.88333346,0.267925203
12.89999988,0.268609464
12.91666629,0.26687029
12.93333365,0.266911596
12.95000007,0.26538232
12.96666648,0.268502712
12.98333289,0.267693728
13.00000026,0.26200363
13.01666667,0.266468823
13.03333308,0.264595062
13.04999949,0.264129847
13.06666686,0.264779359
13.08333327,0.262665957
13.09999969,0.266263992
13.1166661,0.263466865
13.13333346,0.264022142
13.14999988,0.265530825
13.16666629,0.26242283
13.18333365,0.261383027
13.20000007,0.264028519
13.21666648,0.263685703
13.23333289,0.261329293
13.25000026,0.264371187
13.26666667,0.264409512
13.28333308,0.265362352
13.29999949,0.260266304
13.31666686,0.263022691
13.33333327,0.262747377
13.34999969,0.263078779
13.3666661,0.261404187
13.38333346,0.261183232
13.39999988,0.261564195
13.41666629,0.260684788
13.43333365,0.260603696
13.45000007,0.261172563
13.46666648,0.258128762
13.48333289,0.258509427
13.50000026,0.259998381
13.51666667,0.256915063
13.53333308,0.259525389
13.54999949,0.257035524
13.56666686,0.258723915
13.58333327,0.25950709
13.59999969,0.260130495
13.6166661,0.258598208
13.63333346,0.260111213
13.64999988,0.259765893
13.66666629,0.257996082
13.68333365,0.255957127
13.70000007,0.262176275
13.71666648,0.257996678
13.73333289,0.258131832
13.75000026,0.256669551
13.76666667,0.258190393
13.78333308,0.259976625
13.79999949,0.259110451
13.81666686,0.25606066
13.83333327,0.254842013
13.84999969,0.256472409
13.8666661,0.255904853
13.88333346,0.259333164
13.89999988,0.257658988
13.91666629,0.25743413
13.93333365,0.256308347
13.95000007,0.254878044
13.96666648,0.255858392
13.98333289,0.254573345
14.00000026,0.257005006
14.01666667,0.255799323
14.03333308,0.255455136
14.04999949,0.257134706
14.06666686,0.258209795
14.08333327,0.255680889
14.09999969,0.255996019
14.1166661,0.254650712
14.13333346,0.256218463
14.14999988,0.253895104
14.16666629,0.25330177
14.18333365,0.251540154
14.20000007,0.252927065
14.21666648,0.25647074
14.23333289,0.253066391
14.25000026,0.254541934
14.26666667,0.254197329
14.28333308,0.254204124
14.29999949,0.253157944
14.31666686,0.254271537
14.33333327,0.252204031
14.34999969,0.254349202
14.3666661,0.252292574
14.38333346,0.253359228
14.39999988,0.25194785
14.41666629,0.254358828
14.43333365,0.25196439
14.45000007,0.252087504
14.46666648,0.251669288
14.48333289,0.253789663
14.50000026,0.250289649
14.51666667,0.249599099
14.53333308,0.249301225
14.54999949,0.251650959
14.56666686,0.249792114
14.58333327,0.249046013
14.59999969,0.247083888
14.6166661,0.249078438
14.63333346,0.250892133
14.64999988,0.251410633
14.66666629,0.247887194
14.68333365,0.249853596
14.70000007,0.249815851
14.71666648,0.248349056
14.73333289,0.248949841
14.75000026,0.248379916
14.76666667,0.248837486
14.78333308,0.246349543
14.79999949,0.25041765
14.81666686,0.246989206
14.83333327,0.248397484
14.84999969,0.250805706
14.8666661,0.247087598
14.88333346,0.245131731
14.89999988,0.245677441
14.91666629,0.245653704
14.93333365,0.250620544
14.95000007,0.243493259
14.96666648,0.246697649
14.98333289,0.244150668
15.00000026,0.246986508
15.01666667,0.244381264
15.03333308,0.245798007
15.04999949,0.245657295
15.06666686,0.24694477
15.08333327,0.245404437
15.09999969,0.246435866
15.1166661,0.246543124
15.13333346,0.245602518
15.14999988,0.246830061
15.16666629,0.246584222
15.18333365,0.244577706
15.20000007,0.244647726
15.21666648,0.245855555
15.23333289,0.246621043
15.25000026,0.245736972
15.26666667,0.245237574
15.28333308,0.246005774
15.29999949,0.245535001
15.31666686,0.248305351
15.33333327,0.245154858
15.34999969,0.247177914
15.3666661,0.246606097
15.38333346,0.246313244
15.39999988,0.244652271
15.41666629,0.245336711
15.43333365,0.245804757
15.45000007,0.245172069
15.46666648,0.245216325
15.48333289,0.24494265
15.50000026,0.244452715
15.51666667,0.246691108
15.53333308,0.243422478
15.54999949,0.242725343
15.56666686,0.243693844
15.58333327,0.246542528
15.59999969,0.24175629
15.6166661,0.244774878
15.63333346,0.242230207
15.64999988,0.244994149
15.66666629,0.246355146
15.68333365,0.2416922
15.70000007,0.244942412
15.71666648,0.242658079
15.73333289,0.24210684
15.75000026,0.242843196
15.76666667,0.24189055
15.78333308,0.244048268
15.79999949,0.241882414
15.81666686,0.239575699
15.83333327,0.242316455
15.84999969,0.243203402
15.8666661,0.242765993
15.88333346,0.241575614
15.89999988,0.240111724
15.91666629,0.243260473
15.9333327,0.24167639
15.94999911,0.241289198
15.96666743,0.242344767
15.98333385,0.24424319
16.00000026,0.241679922
16.01666667,0.241455227
16.03333308,0.237385109
16.04999949,0.241855487
16.06666591,0.239536196
16.08333232,0.238991365
16.10000064,0.241226301
16.11666705,0.240257308
16.13333346,0.239851892
16.14999988,0.240346164
16.16666629,0.238752306
16.1833327,0.24029313
16.19999911,0.240050882
16.21666743,0.240708873
16.23333385,0.238912553
16.25000026,0.239856526
16.26666667,0.238529474
16.28333308,0.241074756
16.29999949,0.237034828
16.31666591,0.237426475
16.33333232,0.2404899
16.35000064,0.235515103
16.36666705,0.238636196
16.38333346,0.238502532
16.39999988,0.237844124
16.41666629,0.235192612
16.4333327,0.238387108
16.44999911,0.239758775
16.46666743,0.237301365
16.48333385,0.236613259
16.50000026,0.237344325
16.51666667,0.23514697
16.53333308,0.23634772
16.54999949,0.233555958
16.56666591,0.235759959
16.58333232,0.237862617
16.60000064,0.236806259
16.61666705,0.236014217
16.63333346,0.235747397
16.64999988,0.233966216
16.66666629,0.233678967
16.6833327,0.23530443
16.69999911,0.232748359
16.71666743,0.234298497
16.73333385,0.234507442
16.75000026,0.233939916
16.76666667,0.236108154
16.78333308,0.235010386
16.79999949,0.23336412
16.81666591,0.234821424
16.83333232,0.234566927
16.85000064,0.232012972
16.86666705,0.234391213
16.88333346,0.234748974
16.89999988,0.233378261
16.91666629,0.233524621
16.9333327,0.23194854
16.94999911,0.233425975
16.96666743,0.231217757
16.98333385,0.232915178
17.00000026,0.230373576
17.01666667,0.233930424
17.03333308,0.231198937
17.04999949,0.231861115
17.06666591,0.228847399
17.08333232,0.231906414
17.10000064,0.230799988
17.11666705,0.229348123
17.13333346,0.23426649
17.14999988,0.229953244
17.16666629,0.228034586
17.1833327,0.23050642
17.19999911,0.227360115
17.21666743,0.228667587
17.23333385,0.23124893
17.25000026,0.226938933
17.26666667,0.229876548
17.28333308,0.227903932
17.29999949,0.228845954
17.31666591,0.231127575
17.33333232,0.227974892
17.35000064,0.229342327
17.36666705,0.227872819
17.38333346,0.22958675
17.39999988,0.229214788
17.41666629,0.226370618
17.4333327,0.227671549
17.44999911,0.2270872
17.46666743,0.227163285
17.48333385,0.229476318
17.50000026,0.227967978
17.51666667,0.228273764
17.53333308,0.230911881
17.54999949,0.228119358
17.56666591,0.228541553
17.58333232,0.228542745
17.60000064,0.22941801
17.61666705,0.2292808
17.63333346,0.22823371
17.64999988,0.227950126
17.66666629,0.230184645
17.6833327,0.227507696
17.69999911,0.227608904
17.71666743,0.227973983
17.73333385,0.229044646
17.75000026,0.229063824
17.76666667,0.226947755
17.78333308,0.227568507
17.79999949,0.227788672
17.81666591,0.22497417
17.83333232,0.22614184
17.85000064,0.226911575
17.86666705,0.226099238
17.88333346,0.227271959
17.89999988,0.226910606
17.91666629,0.225794852
17.9333327,0.226723269
17.94999911,0.226596966
17.96666743,0.223852351
17.98333385,0.223427326
18.00000026,0.227084056
18.01666667,0.226369083
18.03333308,0.222735241
18.04999949,0.223195419
18.06666591,0.225568727
18.08333232,0.225960016
18.10000064,0.225304112
18.11666705,0.223646864
18.13333346,0.224610463
18.14999988,0.223813608
18.16666629,0.224567875
18.1833327,0.224813327
18.19999911,0.224331066
18.21666743,0.221880704
18.23333385,0.222078621
18.25000026,0.220238164
18.26666667,0.224106938
18.28333308,0.220090449
18.29999949,0.220210135
18.31666591,0.222137883
18.33333232,0.22071512
18.35000064,0.220068112
18.36666705,0.224035949
18.38333346,0.219224513
18.39999988,0.220557138
18.41666629,0.21958968
18.4333327,0.22000517
18.44999911,0.222547218
18.46666743,0.219693512
18.48333385,0.220640853
18.50000026,0.218381941
18.51666667,0.218342692
18.53333308,0.222042278
18.54999949,0.220593482
18.56666591,0.22127445
18.58333232,0.221524283
18.60000064,0.218551323
18.61666705,0.219495609
18.63333346,0.218754679
18.64999988,0.220805794
18.66666629,0.221842647
18.6833327,0.21824722
18.69999911,0.220441476
18.71666743,0.219715491
18.73333385,0.220360979
18.75000026,0.218510747
18.76666667,0.221376747
18.78333308,0.218646258
18.79999949,0.21826677
18.81666591,0.215982854
18.83333232,0.217279047
18.85000064,0.216693804
18.86666705,0.219112381
18.88333346,0.219557241
18.89999988,0.216220394
18.91666629,0.216878399
18.9333327,0.215862498
18.94999911,0.216010869
18.96666743,0.216565013
18.98333385,0.215183675
19.00000026,0.216801122
19.01666667,0.219007015
19.03333308,0.21521762
19.04999949,0.216069147
19.06666591,0.216301352
19.08333232,0.218407705
19.10000064,0.216277078
19.11666705,0.218332201
19.13333346,0.213534445
19.14999988,0.214936346
19.16666629,0.217649773
19.1833327,0.214511052
19.19999911,0.218519777
19.21666743,0.216033816
19.23333385,0.218183771
19.25000026,0.217315257
19.26666667,0.215801016
19.28333308,0.217413634
19.29999949,0.214734152
19.31666591,0.217557788
19.33333232,0.213209003
19.35000064,0.220294043
19.36666705,0.211709276
19.38333346,0.215718359
19.39999988,0.211201742
