Time,Abs,Temp
1562,0.090587497,297.7816
1564,0.090763375,297.791992
1565,0.090263486,297.771424
1566,0.090251572,297.757892
1568,0.092734352,297.751707
1569,0.091917455,297.742392
1571,0.09390147,297.734182
1574,0.09076637,297.686443
1575,0.09011209,297.690945
1576,0.090383254,297.701524
1578,0.090864867,297.645437
1580,0.087990709,297.646658
1581,0.091598272,297.679576
1584,0.094840154,297.62383
1585,0.087237164,297.640269
1586,0.090019941,297.604794
1588,0.089902595,297.588252
1590,0.089388758,297.592804
1591,0.090354159,297.625651
1592,0.09465567,297.545638
1594,0.093704082,297.588064
1596,0.088922568,297.545109
1597,0.091167733,297.561208
1598,0.091050908,297.540118
1599,0.089380361,297.534299
1600,0.087989658,297.520334
1602,0.091327079,297.523212
1604,0.085079327,297.487117
1605,0.09023153,297.500153
1608,0.090130627,297.473911
1610,0.088170767,297.485523
1611,0.088195659,297.445054
1614,0.091661692,297.427182
1615,0.087774061,297.437449
1618,0.087461039,297.417056
1619,0.088539772,297.394109
1621,0.08825729,297.406311
1622,0.089322679,297.376203
1623,0.092253581,297.366864
1624,0.09131372,297.410597
1625,0.087461613,297.352399
1627,0.087140054,297.371863
1628,0.089349389,297.308031
1630,0.089108735,297.345814
1631,0.087832585,297.331675
1634,0.086488269,297.291795
1636,0.087379016,297.291929
1637,0.09048903,297.29826
1638,0.089141756,297.272385
1639,0.092401922,297.250839
1640,0.088426158,297.252748
1642,0.088856079,297.237719
1645,0.086186402,297.241362
1646,0.089219287,297.223786
1647,0.089797221,297.211319
1648,0.085868031,297.227404
1650,0.082870439,297.203828
1652,0.086618222,297.205713
1653,0.086049169,297.181499
1656,0.087188244,297.179412
1658,0.089995101,297.16485
1660,0.08528918,297.161447
1663,0.086535342,297.099179
1664,0.085233204,297.130309
1665,0.08882238,297.098575
1667,0.088555329,297.097812
1668,0.084289417,297.083247
1671,0.087965794,297.068958
1672,0.088090062,297.083346
1673,0.084324397,297.052028
1674,0.087444358,297.037135
1675,0.083801702,297.041016
1677,0.087914698,297.03493
1680,0.089830711,297.00013
1682,0.084442355,296.97262
1683,0.086049892,296.974263
1685,0.088292912,296.95324
1687,0.085435919,296.982644
1688,0.086590417,296.941093
1689,0.084027238,296.953976
1691,0.085840493,296.948007
