Sample 1,,
Time (min),Abs,
1.125,0.3822171986,
1.141666651,0.3841443062,
1.158333302,0.3822101653,
1.174999952,0.3812993169,
1.191666603,0.3814334273,
1.208333373,0.3797160089,
1.225000024,0.3807546794,
1.241666675,0.3802323937,
1.258333325,0.3802193105,
1.274999976,0.3778966367,
1.291666627,0.3734725714,
1.308333278,0.3742821515,
1.325000048,0.370650202,
1.341666698,0.3712554276,
1.358333349,0.3704814315,
1.375,0.3684200943,
1.391666651,0.3661961555,
1.408333302,0.3695746362,
1.424999952,0.368745029,
1.441666603,0.368691504,
1.458333373,0.3661234677,
1.475000024,0.3696067929,
1.491666675,0.3687990308,
1.508333325,0.367767781,
1.524999976,0.3695253432,
1.541666627,0.3692798018,
1.558333278,0.3654155135,
1.575000048,0.36656335,
1.591666698,0.3666700721,
1.608333349,0.3642305732,
1.625,0.3651709259,
1.641666651,0.3604926169,
1.658333302,0.3647313118,
1.674999952,0.3628234565,
1.691666603,0.3628055453,
1.708333373,0.3616454303,
1.725000024,0.35831967,
1.741666675,0.35830006,
1.758333325,0.3589899838,
1.774999976,0.3569425344,
1.791666627,0.3580008149,
1.808333278,0.358767122,
1.825000048,0.3579840064,
1.841666698,0.3559127152,
1.858333349,0.3562404215,
1.875,0.357114464,
1.891666651,0.3534911871,
1.908333302,0.3537974358,
1.924999952,0.3513770103,
1.941666603,0.3549344242,
1.958333373,0.3554395139,
1.975000024,0.3544308841,
1.991666675,0.3460684717,
2.008333445,0.345523417,
2.025000095,0.3459397554,
2.041666746,0.3483263254,
2.058333397,0.3475001752,
2.075000048,0.3581757545,
2.091666698,0.3500957489,
2.108333349,0.3630764484,
2.125,0.3670119643,
2.141666889,0.3664913476,
2.15833354,0.3653748631,
2.175000191,0.367915839,
2.191666842,0.3686166406,
2.208333492,0.3676182926,
2.225000143,0.338872999,
2.241666794,0.3389883935,
2.258333445,0.3390214145,
2.275000095,0.3653950989,
2.291666746,0.3502065241,
2.308333397,0.3494490981,
2.325000048,0.3387796581,
2.341666698,0.3483248651,
2.358333349,0.3472611606,
2.375,0.3450593352,
2.391666889,0.353380233,
2.40833354,0.3518119454,
2.425000191,0.3438754082,
2.441666842,0.3438504636,
2.458333492,0.3446019888,
2.475000143,0.3442261219,
2.491666794,0.336741209,
2.508333445,0.3412906229,
2.525000095,0.3396729827,
2.541666746,0.3345452249,
2.558333397,0.3385052979,
2.575000048,0.3352661133,
2.591666698,0.3343345225,
2.608333349,0.3364252746,
2.625,0.3337247968,
2.641666889,0.3319744468,
2.65833354,0.3319609463,
2.675000191,0.3256933987,
2.691666842,0.3328051567,
2.708333492,0.3307328224,
2.725000143,0.3336382508,
2.741666794,0.3348217905,
2.758333445,0.3312213123,
2.775000095,0.3330259621,
2.791666746,0.3295779228,
2.808333397,0.3287672102,
2.825000048,0.3298406005,
2.841666698,0.3283082843,
2.858333349,0.3308849931,
2.875,0.3283151984,
2.891666889,0.329041034,
2.90833354,0.3259211183,
2.925000191,0.3274443746,
2.941666842,0.3226571679,
2.958333492,0.3242136538,
2.975000143,0.3230620325,
2.991666794,0.3190127909,
3.008333445,0.3226611018,
3.025000095,0.3203451037,
3.041666746,0.3203573227,
3.058333397,0.3207199574,
3.075000048,0.3182118535,
3.091666698,0.3183173537,
3.108333349,0.3166898787,
3.125,0.3162311912,
3.141666889,0.3205683231,
3.15833354,0.3235257268,
3.175000191,0.3223738074,
3.191666842,0.3223864734,
3.208333492,0.3203983605,
3.225000143,0.3244953752,
3.241666794,0.322724551,
3.258333445,0.3215514719,
3.275000095,0.3235446513,
3.291666746,0.3227207065,
3.308333397,0.3206126094,
3.325000048,0.3235359192,
3.341666698,0.3231342435,
3.358333349,0.3197197914,
3.375,0.3204163015,
3.391666889,0.3223105371,
3.40833354,0.3175197542,
3.425000191,0.3168605566,
3.441666842,0.3164594173,
3.458333492,0.3141666651,
3.475000143,0.3158430159,
3.491666794,0.3129153848,
3.508333445,0.3116922081,
3.525000095,0.3126330376,
3.541666746,0.3131362796,
3.558333397,0.3100291193,
3.575000048,0.3078106344,
3.591666698,0.3094627261,
3.608333349,0.3108437955,
3.625,0.3079783618,
3.641666889,0.3035984337,
3.65833354,0.3057215512,
3.675000191,0.301746577,
3.691666842,0.3018805385,
3.708333492,0.2997497022,
3.725000143,0.3029318154,
3.741666794,0.3014064133,
3.758333445,0.3007912338,
3.775000095,0.3007433116,
3.791666746,0.300729394,
3.808333397,0.3033045232,
3.825000048,0.300670892,
3.841666698,0.2996591032,
3.858333349,0.2995294929,
3.875,0.3013340235,
3.891666889,0.2972589731,
3.90833354,0.2970142961,
3.925000191,0.2961121202,
3.941666842,0.2980694473,
3.958333492,0.2949184477,
3.975000143,0.2955217361,
3.991666794,0.2937927544,
4.008333206,0.2944667935,
4.025000095,0.2928814888,
4.041666508,0.2928666472,
4.058333397,0.2931423783,
4.074999809,0.2907767892,
4.091666698,0.292424649,
4.108333111,0.289871335,
4.125,0.2926326096,
4.141666412,0.2865922153,
4.158333302,0.2886093557,
4.174999714,0.2916647494,
4.191666603,0.3004512489,
4.208333015,0.3014684319,
4.224999905,0.3039498627,
4.241666317,0.3082116246,
4.258333206,0.3080838323,
4.275000095,0.3067927659,
4.291666508,0.3091091216,
4.308333397,0.3056190312,
4.324999809,0.3032616377,
4.341666698,0.3074206412,
4.358333111,0.305678159,
4.375,0.3043213487,
4.391666412,0.2977432907,
4.408333302,0.2907994986,
4.424999714,0.2871716619,
4.441666603,0.3016333878,
4.458333015,0.2981162369,
4.474999905,0.2884566486,
4.491666317,0.29414168,
4.508333206,0.2888007462,
4.525000095,0.2904995382,
4.541666508,0.2877619863,
4.558333397,0.2856609821,
4.574999809,0.2854874134,
4.591666698,0.2844605744,
4.608333111,0.284021318,
4.625,0.283326894,
4.641666412,0.2810694575,
4.658333302,0.2783905268,
4.674999714,0.2804998457,
4.691666603,0.2795514464,
4.708333015,0.2813479304,
4.724999905,0.2775644362,
4.741666317,0.2758162916,
4.758333206,0.2779391706,
4.775000095,0.2766081989,
4.791666508,0.2752714753,
4.808333397,0.2757705152,
4.824999809,0.2780312896,
4.841666698,0.2758803368,
4.858333111,0.2744451165,
4.875,0.2761018574,
4.891666412,0.2781667411,
4.908333302,0.2747061253,
4.924999714,0.2755928338,
4.941666603,0.2740732431,
4.958333015,0.2752608955,
4.974999905,0.2741718292,
4.991666317,0.2737722993,
5.008333206,0.2713584006,
5.025000095,0.2721142471,
5.041666508,0.2721847296,
5.058333397,0.2693732083,
5.074999809,0.2698608339,
5.091666698,0.2684223056,
5.108333111,0.2679107189,
5.125,0.2691929042,
5.141666412,0.2678594887,
5.158333302,0.2691872716,
5.174999714,0.268066138,
5.191666603,0.2671591043,
5.208333015,0.2681976259,
5.224999905,0.2669390142,
5.241666317,0.2668657005,
5.258333206,0.2677728832,
5.275000095,0.2715887725,
5.291666508,0.2705738544,
5.308333397,0.268422693,
5.324999809,0.2679770887,
5.341666698,0.2718506753,
5.358333111,0.2694233656,
5.375,0.269436866,
5.391666412,0.2689679861,
5.408333302,0.2681651413,
5.424999714,0.2694031,
5.441666603,0.2683509886,
5.458333015,0.2676701248,
5.474999905,0.2678019404,
5.491666317,0.2668884695,
5.508333206,0.2654329836,
5.525000095,0.2662708759,
5.541666508,0.2664526701,
5.558333397,0.2644329965,
5.574999809,0.262055099,
5.591666698,0.2621184587,
5.608333111,0.2620803118,
5.625,0.2619401515,
5.641666412,0.2607834339,
5.658333302,0.2584431171,
5.674999714,0.2571702898,
5.691666603,0.2576922178,
5.708333015,0.2557960451,
5.724999905,0.2549914122,
5.741666317,0.2561004758,
5.758333206,0.2566156983,
5.775000095,0.2562245727,
5.791666508,0.2534754574,
5.808333397,0.2522002459,
5.824999809,0.2545917034,
5.841666698,0.251753509,
5.858333111,0.2540972233,
5.875,0.2536455095,
5.891666412,0.2514458001,
5.908333302,0.2540033162,
5.924999714,0.2511228025,
5.941666603,0.252920717,
5.958333015,0.2504712641,
5.974999905,0.252187103,
5.991666317,0.2507375181,
6.008333206,0.2497831881,
6.025000095,0.2508522868,
6.041666508,0.2478612214,
6.058333397,0.2479049116,
6.074999809,0.247985512,
6.091666698,0.2456865609,
6.108333111,0.2477696538,
6.125,0.2429974377,
6.141666412,0.2433396131,
6.158333302,0.2493712306,
6.174999714,0.2443354279,
6.191666603,0.2454693019,
6.208333015,0.2443441004,
6.224999905,0.2441632152,
6.241666317,0.2476267964,
6.258333206,0.2461630553,
6.275000095,0.2431887239,
6.291666508,0.2449602485,
6.308333397,0.2481598854,
6.324999809,0.2526507974,
6.341666698,0.253123045,
6.358333111,0.2572691441,
6.375,0.2567384541,
6.391666412,0.2582780719,
6.408333302,0.2576802075,
6.424999714,0.256308645,
6.441666603,0.2572690248,
6.458333015,0.2546240091,
6.474999905,0.2552687228,
6.491666317,0.2561883926,
6.508333206,0.2359465659,
6.525000095,0.2547631264,
6.541666508,0.2520236969,
6.558333397,0.2395662069,
6.574999809,0.239204511,
6.591666698,0.2417776585,
6.608333111,0.2517328858,
6.625,0.2403893918,
6.641666412,0.2402222902,
6.658333302,0.2418606877,
6.674999714,0.2416232973,
6.691666603,0.2417849749,
6.708333015,0.2398936749,
6.724999905,0.2420611829,
6.741666317,0.2369692773,
6.758333206,0.2372895181,
6.775000095,0.2372729331,
6.791666508,0.2357708216,
6.808333397,0.2355766892,
6.824999809,0.2357460558,
6.841666698,0.2343028486,
6.858333111,0.2333075106,
6.875,0.2334682047,
6.891666412,0.2326034158,
6.908333302,0.231329307,
6.924999714,0.2331167608,
6.941666603,0.2330523878,
6.958333015,0.2294130027,
6.974999905,0.2326070815,
6.991666317,0.2326146811,
7.008333206,0.233774215,
7.025000095,0.2323826104,
7.041666508,0.2297831625,
7.058333397,0.2317581624,
7.074999809,0.2276967466,
7.091666698,0.2303600162,
7.108333111,0.229466036,
7.125,0.2295097709,
7.141666412,0.2305767983,
7.158333302,0.2303461581,
7.174999714,0.229009822,
7.191666603,0.22917898,
7.208333015,0.2289063334,
7.224999905,0.2268612832,
7.241666317,0.2270217538,
7.258333206,0.2270868123,
7.275000095,0.2254935056,
7.291666508,0.2256818414,
7.308333397,0.2252245843,
7.324999809,0.2235346735,
7.341666698,0.2249191105,
7.358333111,0.2238965631,
7.375,0.225033313,
7.391666412,0.2228804827,
7.408333302,0.2230303437,
7.424999714,0.2262942344,
7.441666603,0.2238823473,
7.458333015,0.2231008261,
7.474999905,0.2207686901,
7.491666317,0.2223655879,
7.508333206,0.225593701,
7.525000095,0.2277509272,
7.541666508,0.2254738808,
7.558333397,0.2257641107,
7.574999809,0.2241834402,
7.591666698,0.2240785658,
7.608333111,0.2242019176,
7.625,0.22452043,
7.641666412,0.2245877236,
7.658333302,0.2259706408,
7.674999714,0.2244252861,
7.691666603,0.2245604098,
7.708333015,0.2214586288,
7.724999905,0.2241398543,
7.741666317,0.2250581235,
7.758333206,0.2246892303,
7.775000095,0.2228748947,
7.791666508,0.2239392549,
7.808333397,0.2212601751,
7.824999809,0.221206367,
7.841666698,0.2224186808,
7.858333111,0.2200048715,
7.875,0.2200409621,
7.891666412,0.2172793895,
7.908333302,0.2171501815,
7.924999714,0.2171584219,
7.941666603,0.2166826278,
7.958333015,0.2172175348,
7.974999905,0.2154251039,
7.991666317,0.215456143,
8.008333206,0.2131350338,
8.024999619,0.2188389003,
8.041666985,0.2152920365,
8.058333397,0.2139206976,
8.074999809,0.212569952,
8.091666222,0.2121475041,
8.108333588,0.2133638263,
8.125,0.2098466903,
8.141666412,0.2123811245,
8.158332825,0.2114534378,
8.175000191,0.2085046321,
8.191666603,0.2103730291,
8.208333015,0.2079693526,
8.224999428,0.2086917758,
8.241666794,0.2097373307,
8.258333206,0.2092624754,
8.274999619,0.2087836117,
8.291666985,0.2091262937,
8.308333397,0.2073570788,
8.324999809,0.2075979561,
8.341666222,0.2063249201,
8.358333588,0.2100265175,
8.375,0.206577763,
8.391666412,0.2067319155,
8.408332825,0.207881242,
8.425000191,0.2069843262,
8.441666603,0.2061824203,
8.458333015,0.2071316838,
8.474999428,0.2045423537,
8.491666794,0.2046129256,
8.508333206,0.2015269697,
8.524999619,0.203570351,
8.541666985,0.2046976089,
8.558333397,0.2039104998,
8.574999809,0.203185901,
8.591666222,0.2031136304,
8.608333588,0.2060848027,
8.625,0.2035106272,
8.641666412,0.2020657808,
8.658332825,0.2005144805,
8.675000191,0.2018634677,
8.691666603,0.2029314786,
8.708333015,0.1988954842,
8.724999428,0.1988967508,
8.741666794,0.1995573342,
8.758333206,0.2007448822,
8.774999619,0.2014048696,
8.791666985,0.1989181936,
8.808333397,0.197646454,
8.824999809,0.1951951385,
8.841666222,0.1948006451,
8.858333588,0.207687065,
8.875,0.2109972835,
8.891666412,0.2097018063,
8.908332825,0.2085122466,
8.925000191,0.2110975236,
8.941666603,0.2124283761,
8.958333015,0.2109761089,
8.974999428,0.2111916393,
8.991666794,0.1939135939,
9.008333206,0.1944068372,
9.024999619,0.1922897547,
9.041666985,0.1946328878,
9.058333397,0.2094417214,
9.074999809,0.1945913881,
9.091666222,0.2104215175,
9.108333588,0.2093466073,
9.125,0.2068109959,
9.141666412,0.2052530348,
9.158332825,0.1960327178,
9.175000191,0.1945733577,
9.191666603,0.2028795183,
9.208333015,0.2041742504,
9.224999428,0.1984725446,
9.241666794,0.1992833912,
9.258333206,0.1965411156,
9.274999619,0.1968687177,
9.291666985,0.198515147,
9.308333397,0.1950815469,
9.324999809,0.1979228258,
9.341666222,0.1970107704,
9.358333588,0.197009787,
9.375,0.1941149533,
9.391666412,0.1947973222,
9.408332825,0.1906218231,
9.425000191,0.1932400167,
9.441666603,0.1956513226,
9.458333015,0.1914837658,
9.474999428,0.191613093,
9.491666794,0.1907003522,
9.508333206,0.1910943538,
9.524999619,0.1913862228,
9.541666985,0.1887499243,
9.558333397,0.1896585971,
9.574999809,0.1888548881,
9.591666222,0.1900366992,
9.608333588,0.1906770319,
9.625,0.1914502233,
9.641666412,0.186140582,
9.658332825,0.1887649149,
9.675000191,0.1890240163,
9.691666603,0.1877405196,
9.708333015,0.1879570186,
9.724999428,0.1901070774,
9.741666794,0.1879070997,
9.758333206,0.1885670274,
9.774999619,0.188357085,
9.791666985,0.1874675155,
9.808333397,0.185297966,
9.824999809,0.1876663715,
9.841666222,0.1870097667,
9.858333588,0.1851513982,
9.875,0.1880012006,
9.891666412,0.1861297786,
9.908332825,0.1864107698,
9.925000191,0.1860379577,
9.941666603,0.1857867837,
9.958333015,0.1863206327,
9.974999428,0.1854404956,
9.991666794,0.1848733574,
10.00833321,0.1837504208,
10.02499962,0.185112074,
10.04166698,0.1832364202,
10.0583334,0.183608368,
10.07499981,0.1836470813,
10.09166622,0.1836431026,
10.10833359,0.1820030212,
10.125,0.1810509712,
10.14166641,0.181608513,
10.15833282,0.1813308597,
10.17500019,0.1808465123,
10.1916666,0.1814094931,
10.20833302,0.1812499762,
10.22499943,0.1812368929,
10.24166679,0.1799154133,
10.25833321,0.1840519756,
10.27499962,0.1824129224,
10.29166698,0.182645306,
10.3083334,0.1829957664,
10.32499981,0.183658272,
10.34166622,0.1843120456,
10.35833359,0.1862282902,
10.375,0.183460325,
10.39166641,0.1823046654,
10.40833282,0.1850379109,
10.42500019,0.1820286065,
10.4416666,0.1817112565,
10.45833302,0.1846896708,
10.47499943,0.1807980686,
10.49166679,0.1824093312,
10.50833321,0.18162857,
10.52499962,0.1810396612,
10.54166698,0.1821074188,
10.5583334,0.1822603941,
10.57499981,0.1829803884,
10.59166622,0.1820341945,
10.60833359,0.1817894578,
10.625,0.1791891307,
10.64166641,0.1801744848,
10.65833282,0.1797316521,
10.67500019,0.1798722446,
10.6916666,0.1810231954,
10.70833302,0.1779699624,
10.72499943,0.1792912185,
10.74166679,0.1777466834,
10.75833321,0.1766735613,
10.77499962,0.1757298261,
10.79166698,0.1756120175,
10.8083334,0.1756837368,
10.82499981,0.178893432,
10.84166622,0.17659235,
10.85833359,0.1736186743,
10.875,0.174601227,
10.89166641,0.1758429706,
10.90833282,0.1752666384,
10.92500019,0.1756916046,
10.9416666,0.1736334264,
10.95833302,0.1728447676,
10.97499943,0.1716644019,
10.99166679,0.1725294739,
11.00833321,0.174977541,
11.02499962,0.1706340909,
11.04166698,0.1714720279,
11.0583334,0.171683237,
11.07499981,0.1699516475,
11.09166622,0.1715848893,
11.10833359,0.1701831818,
11.125,0.1703755856,
11.14166641,0.1699343771,
11.15833282,0.1705140173,
11.17500019,0.1682999283,
11.1916666,0.1691413671,
11.20833302,0.170209527,
11.22499943,0.1699594259,
11.24166679,0.1687135547,
11.25833321,0.168360889,
11.27499962,0.1668895036,
11.29166698,0.1674444973,
11.3083334,0.1690481305,
11.32499981,0.1688749492,
11.34166622,0.1687952578,
11.35833359,0.1692910641,
11.375,0.1687882692,
11.39166641,0.1677647978,
11.40833282,0.1687768549,
11.42500019,0.1680093408,
11.4416666,0.1667032242,
11.45833302,0.1674057841,
11.47499943,0.1655896306,
11.49166679,0.168415159,
11.50833321,0.1659282595,
11.52499962,0.1638785303,
11.54166698,0.1656638086,
11.5583334,0.1673301309,
11.57499981,0.1668518633,
11.59166622,0.1665625423,
11.60833359,0.1657925993,
11.625,0.1652393639,
11.64166641,0.1649447531,
11.65833282,0.1653703153,
11.67500019,0.163039282,
11.6916666,0.1637533605,
11.70833302,0.1642410308,
11.72499943,0.1629848331,
11.74166679,0.1627661884,
11.75833321,0.1630136669,
11.77499962,0.1612838507,
11.79166698,0.1613161564,
11.8083334,0.1640260965,
11.82499981,0.1608881205,
11.84166622,0.1616784781,
11.85833359,0.1620084345,
11.875,0.1615847349,
11.89166641,0.1613586545,
11.90833282,0.1608263701,
11.92500019,0.1538642198,
11.9416666,0.1595375836,
11.95833302,0.1646815538,
11.97499943,0.1578952074,
11.99166679,0.1581987888,
12.00833321,0.1695301235,
12.02499962,0.1706168801,
12.04166698,0.1698990911,
12.0583334,0.1701951623,
12.07499981,0.1725764275,
12.09166622,0.169655934,
12.10833359,0.1716499478,
12.125,0.1706940681,
12.14166641,0.1695153564,
12.15833282,0.1690567732,
12.17500019,0.154628545,
12.1916666,0.1698437035,
12.20833302,0.1637446135,
12.22499943,0.1606224775,
12.24166679,0.169632256,
12.25833321,0.1551296711,
12.27499962,0.1711354703,
12.29166698,0.1631600559,
12.3083334,0.1704441756,
12.32499981,0.1605193019,
12.34166622,0.1617159992,
12.35833359,0.160667792,
12.375,0.1676151305,
12.39166641,0.1656298041,
12.40833282,0.1601813138,
12.42500019,0.1586067677,
12.4416666,0.1605432779,
12.45833302,0.1613232493,
12.47499943,0.1590381414,
12.49166679,0.1598459631,
12.50833321,0.1610491723,
12.52499962,0.1591259539,
12.54166698,0.1598900706,
12.5583334,0.1599870473,
12.57499981,0.1602179557,
12.59166622,0.1561202109,
12.60833359,0.1553938985,
12.625,0.1564455926,
12.64166641,0.1566477865,
12.65833282,0.1554405391,
12.67500019,0.1577650607,
12.6916666,0.1560956985,
12.70833302,0.1532501429,
12.72499943,0.1549127698,
12.74166679,0.1544964164,
12.75833321,0.1538328677,
12.77499962,0.1540957838,
12.79166698,0.1536751539,
12.8083334,0.1524971724,
12.82499981,0.1529477686,
12.84166622,0.1547513306,
12.85833359,0.1543519795,
12.875,0.1508355886,
12.89166641,0.1521923393,
12.90833282,0.1511843204,
12.92500019,0.1510019451,
12.9416666,0.1505602598,
12.95833302,0.153247565,
12.97499943,0.1514459699,
12.99166679,0.1518542618,
13.00833321,0.1522128135,
13.02499962,0.1530702561,
13.04166698,0.1511986107,
13.0583334,0.1525592953,
13.07499981,0.150334999,
13.09166622,0.1524961889,
13.10833359,0.1496137977,
13.125,0.1488624662,
13.14166641,0.1499793977,
13.15833282,0.1505718678,
13.17500019,0.1513192952,
13.1916666,0.1517096311,
13.20833302,0.1507754028,
13.22499943,0.1499573141,
13.24166679,0.1499037147,
13.25833321,0.1498804241,
13.27499962,0.1522683501,
13.29166698,0.1476871967,
13.3083334,0.149335295,
13.32499981,0.1501517445,
13.34166622,0.1512388438,
13.35833359,0.1477919221,
13.375,0.1461029053,
13.39166641,0.1467271596,
13.40833282,0.1483052075,
13.42500019,0.1465834826,
13.4416666,0.1471491754,
13.45833302,0.1470202059,
13.47499943,0.1443113387,
13.49166679,0.1456394196,
13.50833321,0.1476417333,
13.52499962,0.1472565234,
13.54166698,0.1451984048,
13.5583334,0.1453523785,
13.57499981,0.1447814703,
13.59166622,0.1447395533,
13.60833359,0.1450228989,
13.625,0.1451640129,
13.64166641,0.1445225775,
13.65833282,0.1437097788,
13.67500019,0.1455577612,
13.6916666,0.1442768276,
13.70833302,0.143590048,
13.72499943,0.1423191726,
13.74166679,0.1422787309,
13.75833321,0.1438780129,
13.77499962,0.1462519169,
13.79166698,0.1452139914,
13.8083334,0.1431593448,
13.82499981,0.1458141506,
13.84166622,0.1421281397,
13.85833359,0.1438535303,
13.875,0.1456496269,
13.89166641,0.1440848559,
13.90833282,0.1430689394,
13.92500019,0.1422329992,
13.9416666,0.1429812461,
13.95833302,0.1448892504,
13.97499943,0.146056056,
13.99166679,0.14627105,
14.00833321,0.1444999427,
14.02499962,0.1444780529,
14.04166698,0.1443319768,
14.0583334,0.1466443539,
14.07499981,0.1451619565,
14.09166622,0.142318815,
14.10833359,0.1443663388,
14.125,0.1458350867,
14.14166641,0.1432874948,
14.15833282,0.1444827467,
14.17500019,0.1437939405,
14.1916666,0.1437792033,
14.20833302,0.1432380676,
14.22499943,0.1436823159,
14.24166679,0.1449986547,
14.25833321,0.1459602714,
14.27499962,0.1441171467,
14.29166698,0.1424681693,
14.3083334,0.1443231404,
14.32499981,0.1419918835,
14.34166622,0.1417295188,
14.35833359,0.1413022131,
14.375,0.1424352229,
14.39166641,0.140332073,
14.40833282,0.1382822543,
14.42500019,0.1414462328,
14.4416666,0.1414819807,
14.45833302,0.1415383816,
14.47499943,0.1389464438,
14.49166679,0.1391114444,
14.50833321,0.1398552954,
14.52499962,0.1386847645,
14.54166698,0.1391411871,
14.5583334,0.138832286,
14.57499981,0.1390013397,
14.59166622,0.1392210275,
14.60833359,0.136495322,
14.625,0.1352844983,
14.64166641,0.1367191225,
14.65833282,0.1371676028,
14.67500019,0.1360905468,
14.6916666,0.1364382654,
14.70833302,0.1378584206,
14.72499943,0.137577191,
14.74166679,0.1381702274,
14.75833321,0.134877637,
14.77499962,0.1353248358,
14.79166698,0.1336737424,
14.8083334,0.1340247691,
14.82499981,0.1353015006,
14.84166622,0.1339409947,
14.85833359,0.1345355064,
14.875,0.1320777684,
14.89166641,0.1342819929,
14.90833282,0.1334384531,
14.92500019,0.133301869,
14.9416666,0.1343557686,
14.95833302,0.1348169446,
14.97499943,0.1362934113,
14.99166679,0.1345117688,
15.00833321,0.1334973127,
15.02499962,0.1344228983,
15.04166698,0.1336508095,
15.0583334,0.1334024519,
15.07499981,0.1332615614,
15.09166622,0.1330758035,
15.10833359,0.1335588098,
15.125,0.1329780817,
15.14166641,0.1321235597,
15.15833282,0.1316363961,
15.17500019,0.1313220263,
15.1916666,0.1320320815,
15.20833302,0.1332199425,
15.22499943,0.1309261024,
15.24166679,0.133647114,
15.25833321,0.1313437819,
15.27499962,0.1288351566,
15.29166698,0.1307004541,
15.3083334,0.1300592273,
15.32499981,0.1306417733,
15.34166622,0.1293344647,
15.35833359,0.1302263737,
15.375,0.1300063878,
15.39166641,0.1284703016,
15.40833282,0.1294217706,
15.42500019,0.1283658296,
15.4416666,0.1293765754,
15.45833302,0.1282243282,
15.47499943,0.1280197799,
15.49166679,0.1306372136,
15.50833321,0.1282601506,
15.52499962,0.1275604963,
15.54166698,0.1281185895,
15.5583334,0.1286916286,
15.57499981,0.1277282387,
15.59166622,0.1260939986,
15.60833359,0.1301171333,
15.625,0.1272098869,
15.64166641,0.1300088018,
15.65833282,0.1267683059,
15.67500019,0.1294608712,
15.6916666,0.1268149614,
15.70833302,0.1267751604,
15.72499943,0.1250312179,
15.74166679,0.1271691322,
15.75833321,0.1285396218,
15.77499962,0.127910614,
15.79166698,0.1275839657,
15.8083334,0.126909256,
15.82499981,0.1251576841,
15.84166622,0.1246892363,
15.85833359,0.1319327503,
15.875,0.1232758015,
15.89166641,0.1344169676,
15.90833282,0.1322920918,
15.92500019,0.1326438338,
15.9416666,0.1350438893,
15.95833302,0.1332445592,
15.97499943,0.1370604038,
15.99166679,0.1356573552,
16.00833321,0.1365504116,
16.02499962,0.1361184269,
16.04166603,0.1351942271,
16.05833244,0.1356849521,
16.07500076,0.1347955763,
16.09166718,0.1359909177,
16.10833359,0.1341734976,
16.125,0.137116164,
16.14166641,0.1356986761,
16.15833282,0.1369090229,
16.17499924,0.1375801414,
16.19166565,0.1358964592,
16.20833397,0.1349408925,
16.22500038,0.1217689142,
16.24166679,0.1231345087,
16.25833321,0.1358706206,
16.27499962,0.1223204285,
16.29166603,0.1351462752,
16.30833244,0.1300336272,
16.32500076,0.1227347106,
16.34166718,0.1323631853,
16.35833359,0.1211737469,
16.375,0.1336543709,
16.39166641,0.1286710501,
16.40833282,0.1342198253,
16.42499924,0.1309137195,
16.44166565,0.1309238225,
16.45833397,0.130437687,
16.47500038,0.1291912198,
16.49166679,0.1308837682,
16.50833321,0.1272296011,
16.52499962,0.1260695606,
16.54166603,0.1309548616,
16.55833244,0.1267928034,
16.57500076,0.1273367554,
16.59166718,0.1295803338,
16.60833359,0.1254769415,
16.625,0.1239605546,
16.64166641,0.1254267991,
16.65833282,0.1249658987,
16.67499924,0.1252900958,
16.69166565,0.1243211553,
16.70833397,0.1226583123,
16.72500038,0.1226055473,
16.74166679,0.1247290745,
16.75833321,0.1244638711,
16.77499962,0.123657994,
16.79166603,0.1236444712,
16.80833244,0.1223190874,
16.82500076,0.1220178083,
